CensusTract,State,County,Urban,Pop2010,OHU2010,LILATracts_1And10,LILATracts_1And20,LILATracts_Vehicle,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LA1and20,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP05_10,LALOWI1_10,LALOWI05_10,lapop1,lapop1share,lapop10,lapop10share,lalowi10,lalowi10share,lapop20,lapop20share,lalowi20,lalowi20share,TractLOWI,TractHUNV
25005631400,Massachusetts,Bristol County,1,2674,1210,0,0,1,1,25.8,47439,0,0,0,0,0,1,1755,NULL,734,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1234,291
25005631500,Massachusetts,Bristol County,1,2797,1136,0,0,0,1,10.8,78419,0,0,0,0,0,0,1785,28,432,102,3.64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,693,22
25005631600,Massachusetts,Bristol County,1,3955,1441,0,0,0,1,14.1,56103,0,0,0,0,0,0,785,NULL,334,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1200,145
25005631700,Massachusetts,Bristol County,1,6471,2342,0,0,0,0,10.8,128051,1,1,1,0,0,1,5570,588,1075,3796,58.66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1362,180
25005631800,Massachusetts,Bristol County,1,7579,2905,0,0,0,0,6,105675,1,1,1,0,0,1,6225,460,992,2963,39.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1158,209
25005632100,Massachusetts,Bristol County,0,6543,2395,0,0,0,0,2.7,100069,0,0,0,0,0,0,NULL,NULL,NULL,3252,49.69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,584,33
25005632200,Massachusetts,Bristol County,1,7179,2676,0,0,0,0,6.4,107250,1,1,1,0,0,1,5838,480,873,2640,36.78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1196,249
25005633100,Massachusetts,Bristol County,0,5490,1938,0,0,0,0,3.4,117500,0,0,0,0,0,0,NULL,NULL,NULL,4653,84.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,770,41
25005633200,Massachusetts,Bristol County,0,6118,2163,0,0,0,0,1.3,129779,0,0,0,0,0,0,NULL,NULL,NULL,6118,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,483,25
25005640100,Massachusetts,Bristol County,1,5358,2024,0,0,0,1,15.7,60683,0,0,0,0,0,0,1115,107,340,351,6.56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1681,319
25005640200,Massachusetts,Bristol County,1,5954,2698,0,0,1,1,25.5,39267,0,0,0,0,0,1,671,NULL,241,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3034,683
25005640300,Massachusetts,Bristol County,1,3693,1581,1,1,1,1,30.3,36714,1,1,1,0,0,1,3693,693,1924,1416,38.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2012,331
25005640400,Massachusetts,Bristol County,1,2682,1167,0,0,0,1,13.8,46528,0,0,0,0,0,0,948,0,382,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1084,228
25005640500,Massachusetts,Bristol County,1,5165,2418,0,0,0,1,17.5,63125,0,0,0,0,0,0,81,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1566,397
25005640600,Massachusetts,Bristol County,1,4450,1855,0,0,0,1,15.3,51027,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2138,281
25005640700,Massachusetts,Bristol County,1,2900,1191,0,0,0,1,12.5,62750,0,0,0,0,0,0,990,NULL,268,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,808,110
25005640800,Massachusetts,Bristol County,1,3813,1417,0,0,0,1,13.5,70000,0,0,0,0,0,0,751,3,144,15,0.39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1557,127
25005640901,Massachusetts,Bristol County,1,5071,2192,0,0,0,1,28.7,45070,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3108,566
25005641000,Massachusetts,Bristol County,1,2419,1191,0,0,0,1,33.6,26440,0,0,0,0,0,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1479,458
25005641101,Massachusetts,Bristol County,1,1712,1051,0,0,0,1,25.7,24444,0,0,0,0,0,0,14,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1219,572
25005641200,Massachusetts,Bristol County,1,2803,1276,0,0,0,1,24.5,32946,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1846,342
25005641300,Massachusetts,Bristol County,1,5326,2270,0,0,0,1,28,39597,0,0,0,0,0,0,328,NULL,212,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2951,478
25005641400,Massachusetts,Bristol County,1,2586,1151,0,0,1,1,23.9,31164,0,0,0,0,0,1,988,NULL,666,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1608,404
25005641500,Massachusetts,Bristol County,1,2401,1133,0,0,1,1,10,55000,0,0,0,0,0,1,2401,NULL,1010,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,963,267
25005641600,Massachusetts,Bristol County,1,2323,992,0,0,1,1,13.5,53487,0,0,0,0,0,1,2256,12,754,31,1.31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,675,121
25005641700,Massachusetts,Bristol County,1,5096,2032,1,1,0,1,9.7,78382,1,1,1,0,0,0,2989,230,963,994,19.51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1637,134
25005641800,Massachusetts,Bristol County,1,2059,937,0,0,0,0,14.1,80583,0,0,0,0,0,0,1560,NULL,351,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,488,65
25005641900,Massachusetts,Bristol County,1,2275,1127,0,0,0,1,23.9,52688,0,0,0,0,0,0,1361,NULL,570,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,978,191
25005642000,Massachusetts,Bristol County,1,3274,1391,0,0,1,1,32.9,36063,0,0,0,0,0,1,2794,0,1413,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1442,296
25005642100,Massachusetts,Bristol County,1,4144,2047,0,0,0,1,10.4,63686,0,0,0,0,0,0,2020,0,407,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1075,252
25005642200,Massachusetts,Bristol County,1,3881,1417,0,0,1,1,28.8,36250,0,0,0,0,0,1,2883,41,1508,109,2.81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2225,159
25005642300,Massachusetts,Bristol County,1,2195,845,0,0,0,0,5.6,94679,0,0,0,0,0,0,2132,10,317,60,2.74,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,303,10
25005642400,Massachusetts,Bristol County,1,2760,1268,0,0,0,1,11.3,63309,0,0,0,0,0,0,2760,161,903,400,14.48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,968,75
25005642500,Massachusetts,Bristol County,0,4517,1786,0,0,0,0,7.5,100625,0,0,0,0,0,0,NULL,NULL,NULL,2494,55.21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,742,58
25005644101,Massachusetts,Bristol County,1,5828,2367,0,0,0,0,3,83774,1,1,1,0,0,1,5601,381,569,3331,57.16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,586,144
25005644102,Massachusetts,Bristol County,1,5057,1861,0,0,0,0,5,94301,1,1,1,0,0,0,5057,585,585,5057,99.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,615,54
25005644200,Massachusetts,Bristol County,1,7280,2859,0,0,0,0,6.5,85335,1,1,1,0,0,1,3850,101,615,704,9.67,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1050,213
25005645101,Massachusetts,Bristol County,1,4863,2042,0,0,0,0,9.6,90625,1,1,1,0,0,0,4863,887,959,4588,94.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,920,9
25005645102,Massachusetts,Bristol County,0,5385,1965,0,0,0,0,3.6,93060,0,0,0,0,0,0,NULL,NULL,NULL,3658,67.92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,961,50
25005645103,Massachusetts,Bristol County,1,5617,2072,0,0,0,0,1.8,98262,1,1,1,0,0,0,4906,298,417,3719,66.21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,535,13
25005646101,Massachusetts,Bristol County,0,7356,2891,0,0,0,1,5.8,75673,0,0,0,0,0,0,NULL,NULL,NULL,7356,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1560,64
25005646103,Massachusetts,Bristol County,0,5604,2092,0,0,0,0,4,89311,0,0,0,0,0,1,NULL,NULL,NULL,4978,88.83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,717,149
25005646104,Massachusetts,Bristol County,0,2572,1171,0,0,0,0,7.3,116103,0,0,0,0,0,0,NULL,NULL,NULL,2454,95.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,293,31
25005650101,Massachusetts,Bristol County,1,5753,2092,0,0,0,0,5.7,89625,1,1,1,0,0,0,4243,438,548,3060,53.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,597,66
25005650102,Massachusetts,Bristol County,1,4879,1971,1,1,1,1,24.5,70982,1,1,1,0,0,1,2992,637,1113,1725,35.36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1999,194
25005650201,Massachusetts,Bristol County,1,2916,1226,0,0,0,0,11,80556,0,0,0,0,0,0,2070,162,551,362,12.41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,822,44
25005650202,Massachusetts,Bristol County,1,2142,916,0,0,0,1,8.9,64375,0,0,0,0,0,0,340,NULL,96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,610,55
25005650300,Massachusetts,Bristol County,1,3304,1460,0,0,1,1,15.6,60366,0,0,0,0,0,1,3304,75,989,285,8.63,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,988,166
25005650400,Massachusetts,Bristol County,1,3773,1572,0,0,1,1,17.7,57099,0,0,0,0,0,1,2808,NULL,1079,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1347,284
25005650500,Massachusetts,Bristol County,1,3141,1332,0,0,0,1,21.8,49375,0,0,0,0,0,0,1097,NULL,454,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1385,147
25005650600,Massachusetts,Bristol County,1,2759,1197,0,0,0,1,27.9,38547,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1727,575
25005650700,Massachusetts,Bristol County,1,2583,887,0,0,0,1,37.3,34063,0,0,0,0,0,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1498,372
25005650800,Massachusetts,Bristol County,1,3651,1526,0,0,0,1,31.9,33650,0,0,0,0,0,0,719,NULL,442,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1947,482
25005650900,Massachusetts,Bristol County,1,2867,1078,0,0,0,1,29.7,30616,0,0,0,0,0,0,533,NULL,244,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1869,252
25005651001,Massachusetts,Bristol County,1,2865,1185,0,0,0,0,18.2,106012,0,0,0,0,0,1,2235,146,816,401,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1023,170
25005651002,Massachusetts,Bristol County,1,3833,1497,0,0,1,1,16.5,76528,0,0,0,0,0,1,1854,NULL,846,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1382,150
25005651100,Massachusetts,Bristol County,1,4117,1624,0,0,1,1,21.3,48643,0,0,0,0,0,1,3281,NULL,1655,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2283,649
25005651200,Massachusetts,Bristol County,1,2068,807,0,0,0,1,31.3,37083,0,0,0,0,0,0,157,NULL,79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1395,257
25005651300,Massachusetts,Bristol County,1,2227,938,0,0,1,1,30.5,38750,0,0,0,0,0,1,2227,0,1099,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,936,345
25005651400,Massachusetts,Bristol County,1,3215,1210,0,0,1,1,26,68661,0,0,0,0,0,1,3215,NULL,1329,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1195,300
25005651500,Massachusetts,Bristol County,1,3115,1213,0,0,1,1,12.3,61071,0,0,0,0,0,1,1151,NULL,384,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,998,269
25005651600,Massachusetts,Bristol County,1,3862,1526,0,0,0,1,12.9,61208,0,0,0,0,0,0,985,NULL,461,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1517,183
25005651700,Massachusetts,Bristol County,1,1983,921,0,0,1,1,20,35385,0,0,0,0,0,1,1983,NULL,1090,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1260,312
25005651800,Massachusetts,Bristol County,1,1745,1155,0,0,1,1,48.8,31023,0,0,0,0,0,1,1744,0,1354,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1437,665
25005651900,Massachusetts,Bristol County,1,1942,825,0,0,0,1,28.6,36389,0,0,0,0,0,0,174,NULL,109,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1083,348
25005652000,Massachusetts,Bristol County,1,2676,1098,0,0,0,1,26.5,46887,0,0,0,0,0,0,288,NULL,184,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1423,235
25005652100,Massachusetts,Bristol County,1,2815,1124,0,0,0,1,9.1,63281,0,0,0,0,0,0,2425,NULL,865,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1041,58
25005652200,Massachusetts,Bristol County,1,2836,1148,0,0,1,1,5.2,73942,0,0,0,0,0,1,2619,NULL,599,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,595,194
25005652300,Massachusetts,Bristol County,1,2870,1184,0,0,0,1,19.8,51630,0,0,0,0,0,0,177,NULL,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1220,175
25005652400,Massachusetts,Bristol County,1,2664,1105,0,0,0,1,13.4,48005,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1255,237
25005652500,Massachusetts,Bristol County,1,2589,1017,0,0,0,1,31.8,46597,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1430,234
25005652600,Massachusetts,Bristol County,1,2843,1000,0,0,0,1,37.9,42500,0,0,0,0,0,0,1012,NULL,526,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1685,316
25005652700,Massachusetts,Bristol County,1,3762,1578,0,0,1,1,30.9,46250,0,0,0,0,0,1,3582,108,1776,245,6.51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1664,524
25005652800,Massachusetts,Bristol County,1,3277,1349,1,1,1,1,10.5,70354,1,1,1,0,0,1,3277,816,906,2721,83.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,766,142
25005653101,Massachusetts,Bristol County,1,6664,2729,0,0,0,0,11.6,98953,1,1,1,0,0,1,4612,477,1178,1456,21.86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1617,397
25005653102,Massachusetts,Bristol County,0,5381,1408,0,0,0,0,5,118077,0,0,0,0,0,0,NULL,NULL,NULL,5376,99.91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,616,39
25005653203,Massachusetts,Bristol County,1,5005,1956,1,1,1,1,10.8,78182,1,1,1,0,0,1,3167,144,592,769,15.36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,939,183
25005653204,Massachusetts,Bristol County,1,3214,1175,0,0,0,0,5.5,94286,1,1,1,0,0,0,3160,574,603,3008,93.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,639,34
25005653301,Massachusetts,Bristol County,1,5057,2253,0,0,0,0,7,130893,1,1,1,0,0,1,4953,484,825,3782,74.78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,866,147
25005653304,Massachusetts,Bristol County,0,3205,1235,0,0,0,0,1.8,114375,0,0,0,0,0,0,NULL,NULL,NULL,3205,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,187,22
25005654100,Massachusetts,Bristol County,0,6916,2555,0,0,0,0,2.8,96518,0,0,0,0,0,0,NULL,NULL,NULL,6189,89.49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1401,73
25005654200,Massachusetts,Bristol County,1,3387,1379,1,1,1,1,9.2,75647,1,1,1,0,0,1,3353,844,1062,2672,78.89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1087,133
25005655100,Massachusetts,Bristol County,1,4225,1559,0,0,0,0,4.3,107292,1,1,1,0,0,0,3494,184,365,1946,46.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,399,42
25005655200,Massachusetts,Bristol County,1,4415,1991,0,0,1,1,8.4,62676,0,0,0,0,0,1,4250,57,1262,390,8.84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1515,163
25005655300,Massachusetts,Bristol County,1,3317,1401,0,0,0,0,8.2,84432,0,0,0,0,0,0,1601,0,392,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,829,177
25005655400,Massachusetts,Bristol County,1,3916,1721,0,0,0,0,9.5,91300,1,1,1,0,0,1,3732,431,635,1740,44.43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,565,127
25005985500,Massachusetts,Bristol County,1,5506,481,0,0,0,0,5.4,100592,1,1,1,0,0,0,4882,198,712,1360,24.69,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,175,0
25005985600,Massachusetts,Bristol County,1,5205,1129,0,0,0,0,3,158083,1,1,1,0,0,0,4548,296,391,3436,66.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,317,45
25007200100,Massachusetts,Dukes County,1,3949,1806,0,0,0,0,9.6,80357,0,0,0,0,0,0,1726,129,571,268,6.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1215,114
25007200200,Massachusetts,Dukes County,1,4527,1989,0,0,0,0,10.5,106453,1,1,1,0,0,0,4011,483,894,2265,50.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1035,42
25007200300,Massachusetts,Dukes County,1,4067,1794,0,0,0,0,3.7,79519,1,1,1,0,0,0,3462,848,1007,2739,67.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1224,22
25007200400,Massachusetts,Dukes County,0,3992,1779,0,0,0,0,7.9,106711,0,0,0,0,0,0,50,0,0,2756,69.04,50,1.25,0,0,NULL,NULL,NULL,NULL,615,10
25009201100,Massachusetts,Essex County,1,3410,1540,0,0,0,0,3.2,130357,1,1,1,0,0,0,3410,515,515,3394,99.54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,560,79
25009202101,Massachusetts,Essex County,1,2063,795,0,0,0,0,3.2,125833,1,1,1,0,0,0,1792,84,169,735,35.63,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,195,33
25009202102,Massachusetts,Essex County,1,5836,2450,0,0,0,0,4.6,109148,0,0,0,0,0,0,3880,11,428,172,2.95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,871,188
25009202200,Massachusetts,Essex County,1,5888,2275,0,0,0,0,1.2,162442,1,1,1,0,0,0,5567,71,190,882,14.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,209,90
25009203100,Massachusetts,Essex County,1,7071,2478,0,0,0,0,2.4,178654,1,1,1,0,0,0,7026,377,571,3964,56.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,551,47
25009203200,Massachusetts,Essex County,1,4557,1830,0,0,0,0,4.3,138670,0,0,0,0,0,0,2704,19,340,133,2.93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,673,111
25009203301,Massachusetts,Essex County,1,4010,1846,0,0,0,0,7.6,120938,0,0,0,0,0,0,1504,9,152,137,3.42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,697,98
25009203302,Massachusetts,Essex County,1,4170,1990,0,0,0,0,6.2,146156,1,1,1,0,0,0,1843,99,246,711,17.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,565,103
25009204101,Massachusetts,Essex County,1,4669,1746,0,0,0,1,22.4,69405,0,0,0,0,0,0,1755,1,790,2,0.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1537,337
25009204102,Massachusetts,Essex County,1,4935,1848,0,0,0,0,9.3,99107,0,0,0,0,0,0,3556,1,617,4,0.09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,852,76
25009204200,Massachusetts,Essex County,1,4797,2274,0,0,0,1,23,57359,0,0,0,0,0,0,64,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1817,494
25009204300,Massachusetts,Essex County,1,3904,1659,0,0,0,1,28.4,39318,0,0,0,0,0,0,18,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2577,632
25009204400,Massachusetts,Essex County,1,3301,1708,0,0,0,0,4.9,94107,1,1,1,0,0,0,1392,109,296,660,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,718,190
25009204500,Massachusetts,Essex County,1,3132,1663,0,0,0,0,9.8,106750,0,0,0,0,0,0,1565,2,195,18,0.57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,566,238
25009204600,Massachusetts,Essex County,1,5154,2170,0,0,0,0,8.6,94467,0,0,0,0,0,1,3287,5,807,31,0.59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1116,350
25009204701,Massachusetts,Essex County,1,5782,2539,0,0,0,0,14.7,93333,0,0,0,0,0,1,1870,NULL,605,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1430,374
25009204702,Massachusetts,Essex County,1,5666,2235,0,0,1,1,12.1,80313,0,0,0,0,0,1,3404,NULL,875,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2010,292
25009205100,Massachusetts,Essex County,1,5352,2036,0,0,0,0,6.2,92199,0,0,0,0,0,1,2391,NULL,341,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,780,180
25009205200,Massachusetts,Essex County,1,5319,2006,0,0,0,1,8.5,69519,0,0,0,0,0,0,16,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1798,91
25009205300,Massachusetts,Essex County,1,4490,1663,0,0,0,0,4.8,111857,0,0,0,0,0,0,2786,35,262,448,9.98,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,432,82
25009205400,Massachusetts,Essex County,1,5048,1893,0,0,0,0,2.1,116726,1,1,1,0,0,0,5048,406,426,4815,95.39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,397,18
25009205500,Massachusetts,Essex County,1,4606,1551,0,0,0,1,21.9,49671,0,0,0,0,0,0,326,NULL,130,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2324,371
25009205600,Massachusetts,Essex County,1,3881,1524,1,1,1,1,27.7,45417,1,1,1,0,0,1,3881,830,1898,2243,57.79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1652,240
25009205700,Massachusetts,Essex County,1,4650,1671,0,0,0,0,5.6,93906,0,0,0,0,0,1,4332,NULL,962,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,963,107
25009205800,Massachusetts,Essex County,1,3312,1058,0,0,0,1,17.6,71058,0,0,0,0,0,0,35,NULL,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1642,201
25009205900,Massachusetts,Essex County,1,4350,1436,0,0,0,1,22,78750,0,0,0,0,0,0,146,NULL,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1636,229
25009206000,Massachusetts,Essex County,1,3359,1038,0,0,0,1,21.9,50179,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1674,307
25009206100,Massachusetts,Essex County,1,3844,1344,0,0,0,1,29.6,40631,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2277,586
25009206200,Massachusetts,Essex County,1,5254,1541,0,0,0,1,20.5,50679,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2541,326
25009206300,Massachusetts,Essex County,1,3773,1207,0,0,0,1,12.5,69643,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1732,235
25009206400,Massachusetts,Essex County,1,5249,1805,0,0,0,1,10.1,66369,0,0,0,0,0,0,2555,NULL,685,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1927,176
25009206500,Massachusetts,Essex County,1,3358,1026,0,0,1,1,22,58870,0,0,0,0,0,1,2287,NULL,629,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1101,306
25009206600,Massachusetts,Essex County,1,4243,1810,0,0,1,1,19.7,55854,0,0,0,0,0,1,4243,30,1536,93,2.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1536,579
25009206700,Massachusetts,Essex County,1,4080,1863,0,0,1,1,23.2,59702,0,0,0,0,0,1,3173,NULL,1099,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1440,561
25009206800,Massachusetts,Essex County,1,3546,1475,0,0,0,1,25.1,52411,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1947,773
25009206900,Massachusetts,Essex County,1,3965,2250,0,0,1,1,33.5,44591,0,0,0,0,0,1,1448,NULL,674,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2223,837
25009207000,Massachusetts,Essex County,1,2198,999,0,0,0,1,31.8,40495,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1291,472
25009207100,Massachusetts,Essex County,1,3513,985,0,0,0,1,15.6,54112,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1525,288
25009207200,Massachusetts,Essex County,1,2939,1129,0,0,0,1,19,59250,0,0,0,0,0,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1026,314
